instance,seed,base_p,n,B,G,rate_mode,utility_mode,replicate,p,u,V_star,V_laminar,V_greedy_laminar,V_rollout_laminar,V_static_binary,ratio_laminar_opt,ratio_greedy_laminar,ratio_static_opt,ratio_greedy_static,ratio_rollout_greedy,full_seconds,laminar_seconds,libraries_total,libraries_checked,best_library,practical_library
1175,22454242,0.45,4,2,3,beta_bimodal,log_uniform,2,"[0.4791149167486918, 0.7673477216685953, 0.46447225614428617, 0.08906510543842677]","[2.3089451758842734, 0.17620902655023044, 0.5878168186198989, 0.9270289789455974]",2.1028394381634965,2.1028394381634965,2.0471581453545173,2.0471581453545173,2.0471581453545165,1.0,0.9735209014067151,0.9735209014067147,1.0000000000000004,1.0,0.0016612079925835133,0.0013854579883627594,15,9,"[1, 2, 4, 8, 9, 6]","[1, 2, 4, 8, 12, 13]"
1176,22454320,0.45,4,3,2,homogeneous,flat,0,"[0.45, 0.45, 0.45, 0.45]","[1.0, 1.0, 1.0, 1.0]",1.9023812500000004,1.8052375,1.5824875000000003,1.705,1.7050000000000005,0.9489357088648764,0.8766090334374287,0.8962451664197175,0.9281451612903224,1.07741767312538,0.0037401250447146595,0.0028219579835422337,3,3,"[1, 2, 4, 8, 3, 12]","[1, 2, 3, 4, 8, 12]"
1177,22454321,0.45,4,3,2,homogeneous,flat,1,"[0.45, 0.45, 0.45, 0.45]","[1.0, 1.0, 1.0, 1.0]",1.9023812500000004,1.8052375,1.5824875000000003,1.705,1.7050000000000005,0.9489357088648764,0.8766090334374287,0.8962451664197175,0.9281451612903224,1.07741767312538,0.0037401250447146595,0.0028219579835422337,3,3,"[1, 2, 4, 8, 3, 12]","[1, 2, 3, 4, 8, 12]"
1178,22454322,0.45,4,3,2,homogeneous,flat,2,"[0.45, 0.45, 0.45, 0.45]","[1.0, 1.0, 1.0, 1.0]",1.9023812500000004,1.8052375,1.5824875000000003,1.705,1.7050000000000005,0.9489357088648764,0.8766090334374287,0.8962451664197175,0.9281451612903224,1.07741767312538,0.0037401250447146595,0.0028219579835422337,3,3,"[1, 2, 4, 8, 3, 12]","[1, 2, 3, 4, 8, 12]"
1179,22454327,0.45,4,3,2,homogeneous,log_uniform,0,"[0.45, 0.45, 0.45, 0.45]","[0.8872551135204946, 0.9025140136450904, 1.8768283550469151, 0.33340251778749985]",2.035374556017611,2.0166286152168755,2.016628615216875,2.016628615216875,2.0166286152168755,0.9907899306565895,0.9999999999999998,0.9907899306565895,0.9999999999999998,1.0,0.004586290975566953,0.004183791985269636,3,3,"[1, 2, 4, 8, 3, 12]","[1, 2, 4, 6, 8, 9]"
1180,22454328,0.45,4,3,2,homogeneous,log_uniform,1,"[0.45, 0.45, 0.45, 0.45]","[1.0180687408302571, 0.36077007457486177, 0.3808419353983778, 2.2403192491965034]",2.0863744811628266,2.05361969445647,2.016451027531623,2.016451027531623,2.0164510275316236,0.984300619566579,0.9819009006267423,0.9664856648398845,0.9999999999999998,1.0,0.004118832992389798,0.004056999983731657,3,3,"[1, 2, 4, 8, 9, 6]","[1, 2, 4, 6, 8, 9]"
1181,22454329,0.45,4,3,2,homogeneous,log_uniform,2,"[0.45, 0.45, 0.45, 0.45]","[1.7622602755614314, 0.20259931132812062, 0.3680424174519247, 1.6670979956585232]",2.1190199704372086,2.0947425634152763,2.0947425634152763,2.0947425634152763,2.088570378769534,0.9885430966387149,1.0,0.9856303422844137,1.0029552198520495,1.0,0.002947041008155793,0.0027222500066272914,3,3,"[1, 2, 4, 8, 9, 6]","[1, 2, 4, 6, 8, 9]"
1182,22454323,0.45,4,3,2,beta_bimodal,flat,0,"[0.9106479995473767, 0.0034430181776890826, 0.6915978439083157, 0.19431113836661817]","[1.0, 1.0, 1.0, 1.0]",2.1925555797354495,2.1815943184788975,2.1815943184788975,2.1815943184788975,2.1106479995473766,0.9950006917234571,1.0,0.9626428716584892,1.0336135248258995,1.0,0.004355625016614795,0.00362791697261855,3,3,"[1, 2, 4, 8, 5, 10]","[1, 2, 4, 5, 8, 10]"
1183,22454324,0.45,4,3,2,beta_bimodal,flat,1,"[0.7836869199260782, 0.018263137668403293, 4.454854898586728e-05, 0.9980053938565328]","[1.0, 1.0, 1.0, 1.0]",2.1999577773230823,2.1999540261798805,2.1999540261798805,2.1999540261798805,2.198005393856533,0.9999982949021838,1.0,0.9991125359374283,1.0008865457422416,1.0,0.0034150839783251286,0.00238100002752617,3,3,"[1, 2, 4, 8, 9, 6]","[1, 2, 4, 6, 8, 9]"
1184,22454325,0.45,4,3,2,beta_bimodal,flat,2,"[0.5643185867393643, 0.17114614653211543, 0.995617711065285, 0.06891755566323539]","[1.0, 1.0, 1.0, 1.0]",2.195617711065285,2.195617711065285,2.1741641023898324,2.195617711065285,2.195617711065285,1.0,0.9902288961473883,1.0,0.9902288961473883,1.0098675204193974,0.004314208053983748,0.0008035000064410269,3,1,"[1, 2, 4, 8, 3, 12]","[1, 2, 4, 5, 8, 10]"
1185,22454330,0.45,4,3,2,beta_bimodal,log_uniform,0,"[0.0006433076687248197, 0.7098867195100683, 0.9856742059092957, 0.10379576691191122]","[0.2343372132003372, 0.2545745392404798, 2.51298129946041, 0.998106948098773]",1.2378310515028426,1.2347524150635305,1.2347524150635305,1.2347524150635305,1.2208955107304054,0.9975128783240861,1.0,0.9863183745860343,1.0113497872760915,1.0,0.0036431250046007335,0.003964667033869773,3,3,"[1, 2, 4, 8, 9, 6]","[1, 2, 4, 6, 8, 9]"
1186,22454331,0.45,4,3,2,beta_bimodal,log_uniform,1,"[0.9998604442285917, 0.2965034175076402, 0.48754299728037637, 0.016093140983391808]","[0.8456541866299062, 1.8751375623828357, 0.4769074118812296, 0.8023008391060285]",2.352936708298009,2.352936708298009,2.350252053707713,2.352936708298009,2.3529367082980084,1.0,0.9988590196324331,0.9999999999999998,0.9988590196324332,1.0011422836908324,0.004829666984733194,0.0018834170186892152,3,1,"[1, 2, 4, 8, 3, 12]","[1, 2, 4, 5, 8, 10]"
1187,22454332,0.45,4,3,2,beta_bimodal,log_uniform,2,"[0.7548367343164942, 0.0418262848719186, 0.9856990427557887, 0.01763793805579824]","[2.7356298693606855, 0.27773859421115005, 0.7405152970577396, 0.2461162393704244]",1.1853763340694707,1.1838551614117379,1.1789158557029629,1.1789158557029629,1.178573029509439,0.9987167175402342,0.9958277787099522,0.9942606374326071,1.0002908824357424,1.0,0.004165999998804182,0.00335312495008111,3,3,"[1, 2, 4, 8, 5, 10]","[1, 2, 3, 4, 8, 12]"
1188,22454330,0.45,4,3,3,homogeneous,flat,0,"[0.45, 0.45, 0.45, 0.45]","[1.0, 1.0, 1.0, 1.0]",1.9023812500000004,1.8052375,1.705,1.705,1.7050000000000005,0.9489357088648764,0.9444740650468428,0.8962451664197175,0.9999999999999998,1.0,0.008972792013082653,0.01803854200989008,15,15,"[1, 2, 4, 8, 3, 12]","[1, 2, 4, 6, 7, 8]"
1189,22454331,0.45,4,3,3,homogeneous,flat,1,"[0.45, 0.45, 0.45, 0.45]","[1.0, 1.0, 1.0, 1.0]",1.9023812500000004,1.8052375,1.705,1.705,1.7050000000000005,0.9489357088648764,0.9444740650468428,0.8962451664197175,0.9999999999999998,1.0,0.008972792013082653,0.01803854200989008,15,15,"[1, 2, 4, 8, 3, 12]","[1, 2, 4, 6, 7, 8]"
1190,22454332,0.45,4,3,3,homogeneous,flat,2,"[0.45, 0.45, 0.45, 0.45]","[1.0, 1.0, 1.0, 1.0]",1.9023812500000004,1.8052375,1.705,1.705,1.7050000000000005,0.9489357088648764,0.9444740650468428,0.8962451664197175,0.9999999999999998,1.0,0.008972792013082653,0.01803854200989008,15,15,"[1, 2, 4, 8, 3, 12]","[1, 2, 4, 6, 7, 8]"
1191,22454337,0.45,4,3,3,homogeneous,log_uniform,0,"[0.45, 0.45, 0.45, 0.45]","[1.254213462922277, 1.7291955430703987, 0.35279498782557206, 0.663796006181752]",2.0564346041207613,2.0135923332229972,2.0059627566959355,2.0059627566959355,2.005962756695936,0.9791667234095774,0.9962109626654916,0.9754566241378705,0.9999999999999998,1.0,0.009770250006113201,0.016395042010117322,15,15,"[1, 2, 4, 8, 3, 7]","[1, 2, 4, 8, 9, 11]"
1192,22454338,0.45,4,3,3,homogeneous,log_uniform,1,"[0.45, 0.45, 0.45, 0.45]","[0.3818746912152739, 0.38478614082931234, 0.5663996532466323, 2.6669395147087815]",2.081769539669701,2.048675526645,1.9899689198315995,2.0008000454613875,2.0102514440689654,0.9841029410825408,0.9713441166988797,0.9656455269241365,0.9899104540891104,1.005442861705953,0.00889404199551791,0.01364474999718368,15,15,"[1, 2, 4, 8, 3, 12]","[1, 2, 4, 6, 8, 14]"
1193,22454339,0.45,4,3,3,homogeneous,log_uniform,2,"[0.45, 0.45, 0.45, 0.45]","[0.7309500557861028, 0.25173185234749423, 0.22846317758118442, 2.7888549142852184]",2.126869017374852,2.10521850474889,2.0743452523303487,2.075497266447518,2.0811517300926528,0.9898204767434693,0.9853348940507133,0.9785048882142131,0.9967294658703232,1.0005553627660946,0.007522708037868142,0.018108499993104488,15,15,"[1, 2, 4, 8, 9, 6]","[1, 2, 3, 4, 8, 11]"
1194,22454333,0.45,4,3,3,beta_bimodal,flat,0,"[0.9351666472750642, 0.34015859344098626, 0.136797177920333, 0.3878775813636165]","[1.0, 1.0, 1.0, 1.0]",2.153076275106133,2.1351666472750646,1.958106254099444,2.135166647275064,2.1351666472750637,0.991681842376817,0.9170742043008269,0.9916818423768167,0.9170742043008272,1.09042430297382,0.01021295803366229,0.01630187500268221,15,15,"[1, 2, 4, 8, 3, 7]","[1, 2, 4, 8, 10, 14]"
1195,22454334,0.45,4,3,3,beta_bimodal,flat,1,"[0.3161216657838647, 0.5319415854933924, 0.9374051744846762, 0.014531574238066676]","[1.0, 1.0, 1.0, 1.0]",2.1851210142341975,2.1752264231411083,2.1374051744846763,2.1526334101873283,2.1374051744846763,0.9954718338121163,0.9826127302178425,0.978163296477086,1.0,1.0071246368655038,0.007160665991250426,0.01711945899296552,15,15,"[1, 2, 4, 8, 9, 6]","[1, 2, 3, 4, 8, 11]"
1196,22454335,0.45,4,3,3,beta_bimodal,flat,2,"[0.5884185592400437, 0.1204593246175991, 0.09164554334532726, 0.9994765727970298]","[1.0, 1.0, 1.0, 1.0]",2.1994765727970305,2.1994765727970305,2.1501069680364915,2.1994765727970305,2.1994765727970296,1.0,0.9775539301617764,0.9999999999999996,0.9775539301617767,1.022961464473381,0.009700791968498379,0.001560665958095342,15,1,"[1, 2, 4, 8, 3, 7]","[1, 2, 3, 4, 7, 8]"
1197,22454340,0.45,4,3,3,beta_bimodal,log_uniform,0,"[0.6451891057349084, 0.15279978238842223, 0.9975691856425561, 0.004441926234113017]","[0.3592938728633423, 1.2926145033241017, 1.08616097111849, 1.2619306526940661]",2.4809995339637094,2.4806588620045145,2.478909918660904,2.479226715708423,2.4789099186609045,0.9998626876166112,0.9992949682157436,0.9991577526419497,0.9999999999999998,1.0001277969179654,0.010209415981080383,0.014653207967057824,15,15,"[1, 2, 4, 8, 5, 10]","[1, 2, 3, 4, 8, 11]"
1198,22454341,0.45,4,3,3,beta_bimodal,log_uniform,1,"[0.6358549860131169, 0.11417679278982891, 0.9810542493992035, 0.06891397179785065]","[0.8003005542450188, 1.9528352233695851, 0.5673102217676578, 0.6795540006177383]",2.658598765458112,2.654015452621551,2.6540154526215507,2.6540154526215507,2.6540154526215507,0.9982760419149705,0.9999999999999998,0.9982760419149703,1.0,1.0,0.007941666000988334,0.013263541972264647,15,15,"[1, 2, 4, 8, 3, 7]","[1, 2, 4, 8, 9, 11]"
1199,22454342,0.45,4,3,3,beta_bimodal,log_uniform,2,"[0.595428217166077, 0.39917286617881886, 0.21692934406296852, 0.5884695725921356]","[1.8526755998242885, 0.7361042829982111, 0.5812367060744364, 0.8299834111030643]",1.8497302061850762,1.7604742784532794,1.7412984313624997,1.7412984313624997,1.711572662373693,0.9517465155548926,0.9891075675881915,0.9253093541158511,1.017367517980558,1.0,0.009446958953049034,0.014646792027633637,15,15,"[1, 2, 4, 8, 5, 7]","[1, 2, 4, 6, 7, 8]"
1200,22455220,0.45,5,2,2,homogeneous,flat,0,"[0.45, 0.45, 0.45, 0.45, 0.45]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.2100000000000002,1.2100000000000002,1.2100000000000002,1.2100000000000002,1.2100000000000006,1.0,1.0,1.0000000000000004,0.9999999999999997,1.0,0.0021869170013815165,0.00059029198018834,15,1,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 3, 4, 8, 12, 16]"
1201,22455221,0.45,5,2,2,homogeneous,flat,1,"[0.45, 0.45, 0.45, 0.45, 0.45]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.2100000000000002,1.2100000000000002,1.2100000000000002,1.2100000000000002,1.2100000000000006,1.0,1.0,1.0000000000000004,0.9999999999999997,1.0,0.0021869170013815165,0.00059029198018834,15,1,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 3, 4, 8, 12, 16]"
1202,22455222,0.45,5,2,2,homogeneous,flat,2,"[0.45, 0.45, 0.45, 0.45, 0.45]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.2100000000000002,1.2100000000000002,1.2100000000000002,1.2100000000000002,1.2100000000000006,1.0,1.0,1.0000000000000004,0.9999999999999997,1.0,0.0021869170013815165,0.00059029198018834,15,1,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 3, 4, 8, 12, 16]"
1203,22455227,0.45,5,2,2,homogeneous,log_uniform,0,"[0.45, 0.45, 0.45, 0.45, 0.45]","[0.3880379621840733, 1.4066492389149612, 0.67363908768672, 0.42334757540005735, 2.1083261358141883]",1.9332364561010327,1.9332364561010327,1.9332364561010327,1.9332364561010327,1.933236456101033,1.0,1.0,1.0000000000000002,0.9999999999999999,1.0,0.0034692499903030694,0.0004093750030733645,15,1,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 4, 8, 12, 16, 18]"
1204,22455228,0.45,5,2,2,homogeneous,log_uniform,1,"[0.45, 0.45, 0.45, 0.45, 0.45]","[0.37878146786452543, 3.0012986881576764, 0.5095174616741998, 0.522150318701793, 0.5882520636018049]",1.9866109991335608,1.9866109991335608,1.9742529134677154,1.986260677025956,1.9866109991335614,1.0,0.9937793127737462,1.0000000000000004,0.9937793127737459,1.0060821809993683,0.003322084026876837,0.001309583953116089,15,3,"[1, 2, 4, 8, 16, 3, 24]","[1, 2, 4, 8, 12, 16, 18]"
1205,22455229,0.45,5,2,2,homogeneous,log_uniform,2,"[0.45, 0.45, 0.45, 0.45, 0.45]","[1.7182088679848604, 1.6775881894969475, 0.2766544811365171, 0.9438977939949189, 0.38365066738675624]",1.8676883816149947,1.8676883816149947,1.714652916996589,1.8676883816149947,1.8676883816149947,1.0,0.9180615641641056,1.0,0.9180615641641056,1.0892515698666672,0.0022264999570325017,0.0002080000122077763,15,1,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 3, 4, 8, 16, 24]"
1206,22455223,0.45,5,2,2,beta_bimodal,flat,0,"[0.8834438557664903, 0.00687576345395157, 0.33085444100069855, 0.9948592482707966, 0.033966691508062856]","[1.0, 1.0, 1.0, 1.0, 1.0]",2.608096847081984,2.594643893953246,2.594643893953246,2.594643893953246,2.6058992402489713,0.9948418506223075,1.0,0.9991573906331465,0.9956808206081483,1.0,0.0017994579975493252,0.004484584031160921,15,15,"[1, 2, 4, 8, 16, 5, 18]","[1, 2, 4, 5, 8, 16, 18]"
1207,22455224,0.45,5,2,2,beta_bimodal,flat,1,"[0.802143823095396, 0.48760443472166526, 0.25296847475633955, 0.04020755482670754, 0.6670757125998912]","[1.0, 1.0, 1.0, 1.0, 1.0]",2.064837883809734,2.0493845277341256,2.0493845277341256,2.0493845277341256,2.0501920453593034,0.9925159470403089,1.0,0.9929070274401357,0.9996061258617184,1.0,0.0015748749719932675,0.00376587500795722,15,15,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 4, 8, 12, 16, 18]"
1208,22455225,0.45,5,2,2,beta_bimodal,flat,2,"[0.4777023125283274, 0.6998718223716335, 0.5304313323739847, 0.525374467482671, 0.01662006524338322]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.7445410366124012,1.7445410366124012,1.7445410366124012,1.7445410366124012,1.7169328086810023,1.0,1.0,0.9841745035788844,1.0160799699276575,1.0,0.002060790953692049,0.0025722910067997873,15,12,"[1, 2, 4, 8, 16, 17, 6]","[1, 2, 4, 8, 12, 16, 17]"
1209,22455230,0.45,5,2,2,beta_bimodal,log_uniform,0,"[0.2505043021558228, 0.20231603344318388, 0.3086746169392327, 0.9361991575207079, 0.5523058899410525]","[1.3591592980840117, 0.10719142641420301, 1.5587557850799536, 0.4758760726850225, 1.4990174177368094]",2.3047579620765593,2.225966671578571,2.225966671578571,2.225966671578571,2.183005547938111,0.9658136377899751,1.0,0.9471734489513377,1.0196798050655609,1.0,0.0016517500043846667,0.005123708979226649,15,15,"[1, 2, 4, 8, 16, 5, 10]","[1, 2, 4, 5, 8, 16, 18]"
1210,22455231,0.45,5,2,2,beta_bimodal,log_uniform,1,"[0.23073335348582266, 0.09903146609479341, 0.9989387347153202, 0.7285177310239602, 0.19277871468010327]","[1.161611052389302, 1.600813251192157, 0.5709764172198403, 1.4425748700603978, 0.2240244091383047]",2.5277617056295365,2.5277617056295365,2.5277617056295365,2.5277617056295365,2.3577890139083943,1.0,1.0,0.9327576284811188,1.0720898650042425,1.0,0.0030523340101353824,0.00026920903474092484,15,1,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 3, 4, 8, 16, 24]"
1211,22455232,0.45,5,2,2,beta_bimodal,log_uniform,2,"[0.14758305728400964, 0.4665869124718449, 0.9978238458335367, 0.6372286898638218, 0.0007774945467868947]","[0.7530275733257581, 0.5482796258531073, 0.44451269898538776, 0.28592171124732796, 2.96825839058842]",3.856482166680032,3.856482166680032,3.856482166680032,3.856482166680032,3.6953408059738218,1.0,1.0,0.9582154529071935,1.043606630394066,1.0,0.00156879099085927,0.0045127909979783,15,12,"[1, 2, 4, 8, 16, 17, 6]","[1, 2, 4, 8, 10, 16, 17]"
1212,22455230,0.45,5,2,3,homogeneous,flat,0,"[0.45, 0.45, 0.45, 0.45, 0.45]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.2100000000000002,1.2100000000000002,1.2100000000000002,1.2100000000000002,1.2100000000000006,1.0,1.0,1.0000000000000004,0.9999999999999997,1.0,0.006457792012952268,0.0003250839654356241,30,1,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 4, 6, 7, 8, 16, 24]"
1213,22455231,0.45,5,2,3,homogeneous,flat,1,"[0.45, 0.45, 0.45, 0.45, 0.45]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.2100000000000002,1.2100000000000002,1.2100000000000002,1.2100000000000002,1.2100000000000006,1.0,1.0,1.0000000000000004,0.9999999999999997,1.0,0.006457792012952268,0.0003250839654356241,30,1,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 4, 6, 7, 8, 16, 24]"
1214,22455232,0.45,5,2,3,homogeneous,flat,2,"[0.45, 0.45, 0.45, 0.45, 0.45]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.2100000000000002,1.2100000000000002,1.2100000000000002,1.2100000000000002,1.2100000000000006,1.0,1.0,1.0000000000000004,0.9999999999999997,1.0,0.006457792012952268,0.0003250839654356241,30,1,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 4, 6, 7, 8, 16, 24]"
1215,22455237,0.45,5,2,3,homogeneous,log_uniform,0,"[0.45, 0.45, 0.45, 0.45, 0.45]","[1.0821893723075242, 0.23336570443079122, 1.4658036007477633, 0.4635674155044185, 1.7550739070095032]",1.771482629266497,1.771482629266497,1.771482629266497,1.771482629266497,1.7714826292664971,1.0,1.0,1.0000000000000002,0.9999999999999999,1.0,0.005802375031635165,0.00031520897755399346,30,1,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 4, 5, 8, 10, 16, 21]"
1216,22455238,0.45,5,2,3,homogeneous,log_uniform,1,"[0.45, 0.45, 0.45, 0.45, 0.45]","[0.6404509644065263, 0.23761173606394834, 1.9921746504625069, 0.17303718794119777, 1.956725461125821]",2.1718950613735806,2.1718950613735806,2.1718950613735806,2.1718950613735806,2.1718950613735806,1.0,1.0,1.0,1.0,1.0,0.006126791005954146,0.00031454197596758604,30,1,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 4, 8, 10, 16, 17, 21]"
1217,22455239,0.45,5,2,3,homogeneous,log_uniform,2,"[0.45, 0.45, 0.45, 0.45, 0.45]","[0.5947915106188948, 1.2756166655586787, 0.4801217451278112, 1.044162275820016, 1.6053078028745993]",1.584652421348085,1.584652421348085,1.584652421348085,1.584652421348085,1.5846524213480855,1.0,1.0,1.0000000000000002,0.9999999999999997,1.0,0.004942792002111673,0.002091374946758151,30,7,"[1, 2, 4, 8, 16, 5, 10, 21]","[1, 2, 4, 5, 8, 10, 16, 26]"
1218,22455233,0.45,5,2,3,beta_bimodal,flat,0,"[0.7272307739909245, 0.22036205689977742, 0.19123891504877627, 0.9999442978527394, 0.11122395620778211]","[1.0, 1.0, 1.0, 1.0, 1.0]",2.2828747869942334,2.2172528980123234,2.1637362163288083,2.1637362163288083,2.2630524250210424,0.9712547138565091,0.9758635193434675,0.991316929826322,0.9561140486211623,1.0,0.007982708979398012,0.012174125004094094,30,30,"[1, 2, 4, 8, 16, 3, 20, 11]","[1, 2, 4, 6, 8, 9, 16, 22]"
1219,22455234,0.45,5,2,3,beta_bimodal,flat,1,"[0.04100407739170338, 0.23254944081494036, 0.6748951616005134, 0.9494077311620954, 0.3521435890307474]","[1.0, 1.0, 1.0, 1.0, 1.0]",2.248818064487327,2.18341257955158,2.0687222790448088,2.0687222790448088,2.237736597993907,0.9709156174220533,0.9474719979261428,0.9950723152448766,0.9244708608240056,1.0,0.005933334003202617,0.011659041978418827,30,30,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 4, 8, 12, 16, 18, 19]"
1220,22455235,0.45,5,2,3,beta_bimodal,flat,2,"[0.05355079747341103, 0.7509577336730283, 0.9536393602800503, 0.014275718876441407, 0.47757638969706867]","[1.0, 1.0, 1.0, 1.0, 1.0]",2.4999455773459145,2.4999455773459145,2.081973255273258,2.081973255273258,2.408418377839464,1.0,0.83280743154561,0.9633883231955709,0.8644566386098366,1.0,0.006401457998435944,0.006150167027954012,30,16,"[1, 2, 4, 8, 16, 9, 6, 25]","[1, 2, 4, 6, 8, 16, 17, 25]"
1221,22455240,0.45,5,2,3,beta_bimodal,log_uniform,0,"[0.8214314895315517, 0.017137768569357458, 0.06560623220288553, 0.9629122380759396, 0.38291227162026553]","[1.1701677027555915, 1.468505312370298, 1.4899536919001362, 0.42345468325005964, 0.4479186097239148]",3.1256035697098583,3.1256035697098583,2.660081057950882,2.8355418522018137,3.047091976087127,1.0,0.8510615625505605,0.9748811415549992,0.8729900767113636,1.0659606945910487,0.004922082996927202,0.004449166008271277,30,15,"[1, 2, 4, 8, 16, 9, 6, 22]","[1, 2, 4, 8, 9, 16, 20, 22]"
1222,22455241,0.45,5,2,3,beta_bimodal,log_uniform,1,"[0.9756185923893542, 0.4737726233958294, 0.7877475989889499, 0.006625327736014904, 0.006235857489851183]","[0.4508731117809351, 3.179385818987687, 0.5548420400214961, 0.5488498461640192, 0.2660491830458621]",2.518873905344003,2.518873905344003,2.518873905344003,2.518873905344003,2.477531987820322,1.0,1.0,0.9835871428752464,1.0166867341075394,1.0,0.005903416022192687,0.004835542000364512,30,12,"[1, 2, 4, 8, 16, 5, 24, 26]","[1, 2, 4, 5, 8, 16, 24, 26]"
1223,22455242,0.45,5,2,3,beta_bimodal,log_uniform,2,"[0.7760716663741762, 0.009075084158033746, 0.4099533624885429, 0.9283938234050414, 0.12650606357420519]","[1.9098811207088278, 1.493844800344171, 0.5636935000485356, 0.1810584420518373, 0.8515221368466284]",2.613360657573378,2.613360657573378,2.2240874563298725,2.2240874563298725,2.495801330190461,1.0,0.8510449753211777,0.9550160338404741,0.8911316094859789,1.0,0.006424958002753556,0.006358625018037856,30,18,"[1, 2, 4, 8, 16, 9, 18, 22]","[1, 2, 4, 8, 12, 16, 17, 19]"
1224,22455320,0.45,5,3,2,homogeneous,flat,0,"[0.45, 0.45, 0.45, 0.45, 0.45]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.9376431250000004,1.8330125000000004,1.7600000000000005,1.8330125000000004,1.7600000000000005,0.946001085726248,0.9601680294051459,0.9083199982969,1.0,1.041484375,0.013996499998029321,0.024183458008337766,15,15,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 3, 4, 8, 12, 16]"
1225,22455321,0.45,5,3,2,homogeneous,flat,1,"[0.45, 0.45, 0.45, 0.45, 0.45]","[1.0, 1.0, 1.0, 1.0, 1.0]",1.9376431250000004,1.8330125000000004,1.7600000000000005,1.8330125000000004,1.7600000000000005,0.946001085726248,0.9601680294051459,0.9083199982969,1.0,1.041484375,0.013996499998029321,0.024183458008337766,15,15,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 3, 4, 8, 12, 16]"
